                           Name,Observed.Clock.Today,Predicted.Clock.Today,Observed.ExtraVariables.Script.AccumTtemerg,Predicted.ExtraVariables.Script.AccumTtemerg,Observed.Potato.Leaf.Live.Wt,Predicted.Potato.Leaf.Live.Wt,Observed.Potato.Stem.Live.Wt,Predicted.Potato.Stem.Live.Wt,Observed.Potato.Tuber.Live.Wt,Predicted.Potato.Tuber.Live.Wt,Observed.Potato.Stem.Live.N,Predicted.Potato.Stem.Live.N,Observed.Potato.Tuber.Live.N,Predicted.Potato.Tuber.Live.N,Observed.Potato.Leaf.LAI,Predicted.Potato.Leaf.LAI,Observed.Potato.Leaf.SpecificArea,Predicted.Potato.Leaf.SpecificArea,Observed.PotatoHarvestRule.Script.FinalTag,Predicted.PotatoHarvestRule.Script.FinalTag,Observed.Potato.Tuber.LiveFWt,Predicted.Potato.Tuber.LiveFWt
                 FSPNitrogen350,          2000-10-16,           2000-10-16,                                   1344.380,                                    1344.375,                            ,                        6.801,                            ,                       55.778,                      534.720,                       610.779,                           ,                       1.738,                      11.610,                       10.804,                        ,                    0.195,                                 ,                         28672.739,                                     yield,                                      yield,                     2969.140,                      3393.216
                 FSPNitrogen472,          2000-06-14,           2000-06-14,                                    173.830,                                     173.825,                            ,                        3.958,                            ,                        2.730,                        0.000,                         0.000,                           ,                       0.148,                            ,                        0.000,                        ,                    0.146,                                 ,                         36794.074,                                          ,                                           ,                             ,                         0.000
                 FSPNitrogen472,          2000-07-10,           2000-07-10,                                    431.180,                                     431.175,                            ,                       21.780,                            ,                       16.642,                       16.820,                        26.115,                           ,                       0.797,                       0.370,                        0.586,                        ,                    0.770,                                 ,                         35376.270,                                          ,                                           ,                      116.130,                       185.276
                 FSPNitrogen472,          2000-08-03,           2000-08-03,                                    650.480,                                     650.475,                            ,                       34.221,                            ,                       23.543,                      224.490,                       122.544,                           ,                       1.020,                       4.300,                        2.605,                        ,                    1.170,                                 ,                         34182.419,                                          ,                                           ,                     1396.600,                       743.669
                 FSPNitrogen472,          2000-09-04,           2000-09-04,                                    909.680,                                     909.675,                            ,                       33.327,                            ,                       34.233,                      470.090,                       346.805,                           ,                       1.239,                       8.460,                        6.732,                        ,                    1.100,                                 ,                         32997.600,                                          ,                                           ,                     2647.380,                      1926.697
                 FSPNitrogen472,          2000-10-16,           2000-10-16,                                   1344.380,                                    1344.375,                            ,                        6.801,                            ,                       55.778,                      537.970,                       610.779,                           ,                       1.738,                      11.140,                       10.804,                        ,                    0.195,                                 ,                         28672.739,                                     yield,                                      yield,                     2995.370,                      3393.216
                FUE_NINitrogen0,          2004-11-09,           2004-11-09,                                   1377.520,                                    1377.522,                            ,                        0.000,                            ,                       15.297,                      381.070,                       385.543,                           ,                       0.094,                       4.570,                        2.642,                        ,                    0.000,                                 ,                             0.000,                                     yield,                                      yield,                     2562.210,                      2570.285
              FUE_NINitrogen253,          2004-11-09,           2004-11-09,                                   1377.520,                                    1377.522,                            ,                        0.000,                            ,                       54.240,                      780.020,                       864.700,                           ,                       1.931,                      13.940,                       14.390,                        ,                    0.000,                                 ,                             0.000,                                     yield,                                      yield,                     6140.700,                      5764.667
              FUE_NINitrogen368,          2004-11-09,           2004-11-09,                                   1377.520,                                    1377.522,                            ,                        0.000,                            ,                       54.240,                      839.050,                       864.700,                           ,                       1.931,                      15.770,                       14.390,                        ,                    0.000,                                 ,                             0.000,                                     yield,                                      yield,                     6631.980,                      5764.667
          FUEFertiliser150early,          1999-12-15,           1999-12-15,                                    344.720,                                     344.716,                     116.940,                      114.524,                      59.540,                       71.607,                       67.830,                        87.788,                      2.680,                       2.491,                       1.310,                        1.504,                   2.870,                    3.338,                        22594.551,                         29147.383,                                          ,                                           ,                             ,                       633.168
          FUEFertiliser150early,          1999-12-28,           1999-12-28,                                    488.090,                                     488.086,                     183.730,                      157.912,                      99.820,                       99.534,                      300.130,                       343.494,                      3.080,                       3.139,                       4.700,                        5.546,                   4.570,                    4.986,                        24764.600,                         31574.789,                                          ,                                           ,                             ,                      2190.825
          FUEFertiliser150early,          2000-01-11,           2000-01-11,                                    652.680,                                     652.678,                     158.810,                      151.944,                     162.500,                      112.435,                      688.400,                       642.254,                      3.460,                       3.901,                      10.450,                       12.002,                   4.490,                    4.827,                        28163.510,                         31770.719,                                          ,                                           ,                             ,                      3423.530
          FUEFertiliser150early,          2000-01-24,           2000-01-24,                                    821.990,                                     821.988,                     142.760,                      127.446,                     152.360,                      119.914,                     1050.480,                       953.590,                      2.300,                       3.100,                      14.020,                       16.032,                   5.050,                    4.040,                        35153.621,                         31701.743,                                          ,                                           ,                             ,                      4334.501
          FUEFertiliser150early,          2000-02-07,           2000-02-07,                                    983.990,                                     983.990,                     107.530,                      105.471,                     173.200,                      129.641,                     1603.020,                      1266.875,                      1.640,                       2.340,                      20.230,                       19.214,                   3.690,                    3.341,                        34331.590,                         31673.776,                                          ,                                           ,                             ,                      5758.524
          FUEFertiliser150early,          2000-02-21,           2000-02-21,                                   1167.450,                                    1167.446,                      50.180,                       60.349,                     179.630,                      139.159,                     1720.690,                      1481.264,                      1.660,                       2.220,                      21.200,                       22.411,                   1.580,                    1.887,                        30429.551,                         31267.581,                                          ,                                           ,                             ,                      6733.017
          FUEFertiliser150early,          2000-03-06,           2000-03-06,                                   1344.950,                                    1344.947,                       5.570,                       15.982,                     124.610,                      151.848,                     1736.910,                      1668.686,                      0.860,                       2.126,                      20.820,                       25.103,                   0.140,                    0.472,                        25638.939,                         29544.233,                                          ,                                           ,                             ,                      7584.936
          FUEFertiliser150early,          2000-03-20,           2000-03-20,                                   1501.650,                                    1501.652,                            ,                        1.319,                      86.290,                      152.128,                     1553.130,                      1712.155,                      0.520,                       1.534,                      21.110,                       27.163,                        ,                    0.038,                                 ,                         29095.544,                                          ,                                           ,                             ,                      7782.524
          FUEFertiliser150early,          2000-04-03,           2000-04-03,                                   1652.430,                                    1652.430,                            ,                        0.000,                     101.140,                      152.128,                     1626.780,                      1713.596,                           ,                       1.446,                      22.450,                       27.468,                        ,                    0.000,                                 ,                             0.000,                                     yield,                                      yield,                     7280.250,                      7789.073
          FUEFertiliser275split,          1999-12-15,           1999-12-15,                                    344.720,                                     344.716,                     126.270,                      114.524,                      61.830,                       71.607,                       58.040,                        87.788,                      2.730,                       2.491,                       1.110,                        1.504,                   3.690,                    3.338,                        29292.760,                         29147.383,                                          ,                                           ,                             ,                       633.168
          FUEFertiliser275split,          1999-12-28,           1999-12-28,                                    488.090,                                     488.086,                     169.430,                      157.912,                     101.440,                       99.534,                      313.410,                       343.494,                      3.000,                       3.139,                       4.880,                        5.546,                   4.380,                    4.986,                        25685.211,                         31574.789,                                          ,                                           ,                             ,                      2190.825
          FUEFertiliser275split,          2000-01-11,           2000-01-11,                                    652.680,                                     652.678,                     157.360,                      151.944,                     156.970,                      112.435,                      660.100,                       642.254,                      3.290,                       3.872,                       9.570,                       11.938,                   4.850,                    4.827,                        30304.061,                         31770.719,                                          ,                                           ,                             ,                      3423.530
          FUEFertiliser275split,          2000-01-24,           2000-01-24,                                    821.990,                                     821.988,                     155.540,                      127.446,                     198.870,                      119.914,                     1009.080,                       953.590,                      3.130,                       3.302,                      15.380,                       16.493,                   5.210,                    4.040,                        33437.629,                         31701.743,                                          ,                                           ,                             ,                      4334.501
          FUEFertiliser275split,          2000-02-07,           2000-02-07,                                    983.990,                                     983.990,                     116.360,                      105.471,                     182.830,                      129.641,                     1469.030,                      1266.875,                      2.610,                       3.044,                      21.140,                       21.421,                   4.320,                    3.341,                        36344.980,                         31673.776,                                          ,                                           ,                             ,                      5758.524
          FUEFertiliser275split,          2000-02-21,           2000-02-21,                                   1167.450,                                    1167.446,                      58.050,                       60.349,                     170.010,                      139.159,                     1615.810,                      1481.264,                      2.290,                       3.762,                      23.630,                       26.726,                   1.680,                    1.887,                        28753.199,                         31267.581,                                          ,                                           ,                             ,                      6733.017
          FUEFertiliser275split,          2000-03-06,           2000-03-06,                                   1344.950,                                    1344.947,                      12.230,                       15.982,                     137.490,                      151.848,                     1554.360,                      1668.686,                      1.790,                       4.776,                      24.400,                       30.276,                   0.240,                    0.472,                        19580.029,                         29544.233,                                          ,                                           ,                             ,                      7584.936
          FUEFertiliser275split,          2000-03-20,           2000-03-20,                                   1501.650,                                    1501.652,                            ,                        1.319,                     200.270,                      152.128,                     1693.380,                      1712.155,                      1.560,                       4.776,                      23.650,                       30.276,                        ,                    0.038,                                 ,                         29095.544,                                          ,                                           ,                             ,                      7782.524
          FUEFertiliser275split,          2000-04-03,           2000-04-03,                                   1652.430,                                    1652.430,                            ,                        0.000,                     104.710,                      152.128,                     1804.980,                      1713.596,                           ,                       4.776,                      25.970,                       30.276,                        ,                    0.000,                                 ,                             0.000,                                     yield,                                      yield,                     7896.650,                      7789.073
          FUEFertiliser300early,          1999-12-15,           1999-12-15,                                    344.720,                                     344.716,                     119.750,                      114.524,                      56.220,                       71.607,                       73.440,                        87.788,                      2.500,                       2.491,                       1.430,                        1.504,                   3.510,                    3.338,                        29237.340,                         29147.383,                                          ,                                           ,                             ,                       633.168
          FUEFertiliser300early,          1999-12-28,           1999-12-28,                                    488.090,                                     488.086,                     181.290,                      157.912,                     106.410,                       99.534,                      329.790,                       343.494,                      3.570,                       3.139,                       5.460,                        5.546,                   5.240,                    4.986,                        28521.990,                         31574.789,                                          ,                                           ,                             ,                      2190.825
          FUEFertiliser300early,          2000-01-11,           2000-01-11,                                    652.680,                                     652.678,                     174.500,                      151.944,                     201.590,                      112.435,                      656.110,                       642.254,                      5.790,                       4.166,                      10.730,                       12.550,                   5.770,                    4.827,                        32673.330,                         31770.719,                                          ,                                           ,                             ,                      3423.530
          FUEFertiliser300early,          2000-01-24,           2000-01-24,                                    821.990,                                     821.988,                     142.120,                      127.446,                     193.390,                      119.914,                     1037.810,                       953.590,                      4.920,                       4.784,                      17.970,                       19.356,                   4.880,                    4.040,                        34273.961,                         31701.743,                                          ,                                           ,                             ,                      4334.501
          FUEFertiliser300early,          2000-02-07,           2000-02-07,                                    983.990,                                     983.990,                      93.530,                      105.471,                     201.430,                      129.641,                     1310.100,                      1266.875,                      4.080,                       4.784,                      20.170,                       24.442,                   3.600,                    3.341,                        38967.641,                         31673.776,                                          ,                                           ,                             ,                      5758.524
          FUEFertiliser300early,          2000-02-21,           2000-02-21,                                   1167.450,                                    1167.446,                      71.720,                       60.349,                     208.310,                      139.159,                     1852.520,                      1481.264,                      3.440,                       4.784,                      28.660,                       27.708,                   2.130,                    1.887,                        29881.561,                         31267.581,                                          ,                                           ,                             ,                      6733.017
          FUEFertiliser300early,          2000-03-06,           2000-03-06,                                   1344.950,                                    1344.947,                      20.960,                       15.982,                     203.920,                      151.848,                     1772.470,                      1668.686,                      2.500,                       4.784,                      26.340,                       30.276,                   0.630,                    0.472,                        29928.850,                         29544.233,                                          ,                                           ,                             ,                      7584.936
          FUEFertiliser300early,          2000-03-20,           2000-03-20,                                   1501.650,                                    1501.652,                            ,                        1.319,                     137.670,                      152.128,                     1917.180,                      1712.155,                      1.630,                       4.784,                      29.480,                       30.276,                        ,                    0.038,                                 ,                         29095.544,                                          ,                                           ,                             ,                      7782.524
          FUEFertiliser300early,          2000-04-03,           2000-04-03,                                   1652.430,                                    1652.430,                            ,                        0.000,                     133.880,                      152.128,                     1956.170,                      1713.596,                           ,                       4.784,                      31.760,                       30.276,                        ,                    0.000,                                 ,                             0.000,                                     yield,                                      yield,                     8727.730,                      7789.073
               FUEFertiliserNil,          1999-12-15,           1999-12-15,                                    344.720,                                     344.716,                      91.910,                      106.771,                      49.150,                       63.425,                       75.450,                        87.783,                      1.510,                       1.945,                       1.150,                        1.410,                   2.880,                    3.205,                        31164.090,                         30012.962,                                          ,                                           ,                             ,                       633.131
               FUEFertiliserNil,          1999-12-28,           1999-12-28,                                    488.090,                                     488.086,                     133.760,                      122.210,                      77.750,                       66.451,                      338.510,                       337.714,                      1.140,                       1.261,                       3.750,                        3.382,                   3.510,                    3.968,                        26215.330,                         32469.090,                                          ,                                           ,                             ,                      2153.957
               FUEFertiliserNil,          2000-01-11,           2000-01-11,                                    652.680,                                     652.678,                     112.980,                      119.295,                     102.040,                       69.120,                      743.210,                       625.760,                      0.710,                       0.910,                       7.000,                        5.419,                   3.170,                    3.886,                        27987.949,                         32577.343,                                          ,                                           ,                             ,                      3335.606
               FUEFertiliserNil,          2000-01-24,           2000-01-24,                                    821.990,                                     821.988,                     110.120,                      104.451,                      86.810,                       70.856,                     1017.840,                       891.417,                      0.570,                       0.730,                       8.550,                        7.305,                   3.430,                    3.403,                        31018.770,                         32583.309,                                          ,                                           ,                             ,                      4051.896
               FUEFertiliserNil,          2000-02-07,           2000-02-07,                                    983.990,                                     983.990,                      90.410,                       78.139,                      89.050,                       74.734,                     1451.560,                      1177.391,                      0.570,                       0.640,                      10.980,                        9.370,                   2.530,                    2.548,                        28100.211,                         32603.920,                                          ,                                           ,                             ,                      5351.779
               FUEFertiliserNil,          2000-02-21,           2000-02-21,                                   1167.450,                                    1167.446,                      31.440,                       34.632,                     106.560,                       82.080,                     1601.220,                      1365.008,                      0.650,                       0.717,                      13.450,                       11.679,                   0.800,                    1.111,                        25809.160,                         32082.262,                                          ,                                           ,                             ,                      6204.582
               FUEFertiliserNil,          2000-03-06,           2000-03-06,                                   1344.950,                                    1344.947,                            ,                        7.932,                      70.760,                       90.357,                     1432.960,                      1488.974,                      0.380,                       0.747,                      11.810,                       13.266,                        ,                    0.232,                                 ,                         29205.231,                                          ,                                           ,                             ,                      6768.061
               FUEFertiliserNil,          2000-03-20,           2000-03-20,                                   1501.650,                                    1501.652,                            ,                        0.473,                      86.490,                       90.508,                     1393.580,                      1510.881,                           ,                       0.649,                      11.490,                       14.574,                        ,                    0.014,                                 ,                         28847.929,                                          ,                                           ,                             ,                      6867.639
               FUEFertiliserNil,          2000-04-03,           2000-04-03,                                   1652.430,                                    1652.430,                            ,                        0.000,                      68.960,                       90.508,                     1502.680,                      1511.349,                           ,                       0.649,                      12.580,                       14.574,                        ,                    0.000,                                 ,                             0.000,                                     yield,                                      yield,                     5944.850,                      6869.767
ParillaSowing17DecNitrogenhighN,          2008-01-29,           2008-01-29,                                    167.570,                                     167.570,                      57.150,                       10.537,                      15.150,                        8.326,                       31.880,                         0.000,                      0.610,                       0.453,                       0.830,                        0.000,                        ,                    0.352,                                 ,                         33380.042,                                          ,                                           ,                      325.300,                         0.000
ParillaSowing17DecNitrogenhighN,          2008-02-13,           2008-02-13,                                    344.580,                                     344.584,                     131.470,                       52.981,                      44.810,                       44.546,                       70.770,                        45.726,                      1.550,                       1.531,                       1.440,                        0.847,                        ,                    1.452,                                 ,                         27407.159,                                          ,                                           ,                      517.370,                       430.805
ParillaSowing17DecNitrogenhighN,          2008-02-28,           2008-02-28,                                    523.410,                                     523.411,                     163.930,                       76.551,                      81.960,                       71.883,                      250.640,                       205.399,                      1.790,                       2.921,                       3.610,                        4.129,                        ,                    2.413,                                 ,                         31518.807,                                          ,                                           ,                     1446.570,                      1554.253
ParillaSowing17DecNitrogenhighN,          2008-04-14,           2008-04-14,                                   1012.760,                                    1012.762,                            ,                       54.252,                            ,                       94.750,                      767.880,                       670.905,                           ,                       3.499,                      10.000,                       12.881,                        ,                    1.668,                                 ,                         30738.522,                                     yield,                                      yield,                     3918.820,                      3531.081
ParillaSowing17DecNitrogenhighN,          2007-12-17,           2007-12-17,                                      0.000,                                       0.000,                            ,                        0.000,                            ,                        0.000,                             ,                         0.000,                           ,                       0.000,                            ,                        0.000,                        ,                    0.000,                                 ,                             0.000,                                          ,                                           ,                             ,                         0.000
ParillaSowing17DecNitrogenhighN,          2008-03-27,           2008-03-27,                                    793.110,                                     793.105,                     135.360,                       75.887,                      89.150,                       83.452,                      646.360,                       443.892,                      0.880,                       3.499,                       9.120,                        9.068,                        ,                    2.366,                                 ,                         31175.142,                                          ,                                           ,                     3349.940,                      2336.273
 ParillaSowing17DecNitrogenlowN,          2008-01-29,           2008-01-29,                                    167.570,                                     167.570,                      38.860,                        9.151,                       8.200,                        5.296,                       26.250,                         0.000,                      0.350,                       0.188,                       0.710,                        0.000,                        ,                    0.322,                                 ,                         35240.517,                                          ,                                           ,                      273.390,                         0.000
 ParillaSowing17DecNitrogenlowN,          2008-02-13,           2008-02-13,                                    344.580,                                     344.584,                     124.540,                       49.778,                      43.590,                       40.438,                       98.310,                        45.726,                      0.920,                       1.121,                       1.600,                        0.784,                        ,                    1.421,                                 ,                         28536.885,                                          ,                                           ,                      667.910,                       430.805
 ParillaSowing17DecNitrogenlowN,          2008-02-28,           2008-02-28,                                    523.410,                                     523.411,                     145.740,                       75.940,                      75.670,                       67.663,                      305.510,                       201.960,                      0.880,                       1.900,                       3.590,                        2.893,                        ,                    2.399,                                 ,                         31587.704,                                          ,                                           ,                     1801.290,                      1528.226
 ParillaSowing17DecNitrogenlowN,          2008-04-14,           2008-04-14,                                   1012.760,                                    1012.762,                            ,                       55.129,                            ,                       91.046,                      922.990,                       667.657,                           ,                       3.222,                       9.340,                       12.819,                        ,                    1.698,                                 ,                         30796.953,                                     yield,                                      yield,                     4489.430,                      3513.985
 ParillaSowing17DecNitrogenlowN,          2007-12-17,           2007-12-17,                                      0.000,                                       0.000,                            ,                        0.000,                            ,                        0.000,                             ,                         0.000,                           ,                       0.000,                            ,                        0.000,                        ,                    0.000,                                 ,                             0.000,                                          ,                                           ,                             ,                         0.000
 ParillaSowing17DecNitrogenlowN,          2008-03-27,           2008-03-27,                                    793.110,                                     793.105,                     112.880,                       76.013,                      68.020,                       79.460,                      645.050,                       440.021,                      0.510,                       3.214,                       6.360,                        8.989,                        ,                    2.375,                                 ,                         31249.775,                                          ,                                           ,                     3256.510,                      2315.902
 ParillaSowing17DecNitrogenmedN,          2008-01-29,           2008-01-29,                                    167.570,                                     167.570,                      38.500,                       10.537,                       8.460,                        8.326,                       27.110,                         0.000,                      0.340,                       0.453,                       0.700,                        0.000,                        ,                    0.352,                                 ,                         33380.042,                                          ,                                           ,                      299.350,                         0.000
 ParillaSowing17DecNitrogenmedN,          2008-02-13,           2008-02-13,                                    344.580,                                     344.584,                     122.770,                       52.981,                      42.920,                       44.546,                       81.080,                        45.726,                      1.290,                       1.531,                       1.420,                        0.847,                        ,                    1.452,                                 ,                         27407.159,                                          ,                                           ,                      551.980,                       430.805
 ParillaSowing17DecNitrogenmedN,          2008-02-28,           2008-02-28,                                    523.410,                                     523.411,                     137.510,                       76.551,                      60.190,                       71.883,                      249.970,                       205.399,                      0.830,                       2.871,                       3.410,                        4.061,                        ,                    2.413,                                 ,                         31518.807,                                          ,                                           ,                     1465.600,                      1554.253
 ParillaSowing17DecNitrogenmedN,          2008-04-14,           2008-04-14,                                   1012.760,                                    1012.762,                            ,                       54.252,                            ,                       94.750,                      827.570,                       670.905,                           ,                       3.499,                      10.120,                       12.881,                        ,                    1.668,                                 ,                         30738.522,                                     yield,                                      yield,                     4073.220,                      3531.081
 ParillaSowing17DecNitrogenmedN,          2007-12-17,           2007-12-17,                                      0.000,                                       0.000,                            ,                        0.000,                            ,                        0.000,                             ,                         0.000,                           ,                       0.000,                            ,                        0.000,                        ,                    0.000,                                 ,                             0.000,                                          ,                                           ,                             ,                         0.000
