                           Name,Observed.Clock.Today,Predicted.Clock.Today,Observed.ExtraVariables.Script.AccumTtemerg,Predicted.ExtraVariables.Script.AccumTtemerg,Observed.Potato.Leaf.Live.Wt,Predicted.Potato.Leaf.Live.Wt,Observed.Potato.Stem.Live.Wt,Predicted.Potato.Stem.Live.Wt,Observed.Potato.Tuber.Live.Wt,Predicted.Potato.Tuber.Live.Wt,Observed.Potato.Stem.Live.N,Predicted.Potato.Stem.Live.N,Observed.Potato.Tuber.Live.N,Predicted.Potato.Tuber.Live.N,Observed.Potato.Leaf.LAI,Predicted.Potato.Leaf.LAI,Observed.Potato.Leaf.SpecificArea,Predicted.Potato.Leaf.SpecificArea,Observed.PotatoHarvestRule.Script.FinalTag,Predicted.PotatoHarvestRule.Script.FinalTag,Observed.Potato.Tuber.LiveFWt,Predicted.Potato.Tuber.LiveFWt
                 FSPNitrogen472,          2000-06-14,           2000-06-14,                                    173.830,                                     173.825,                            ,                        3.958,                            ,                        2.730,                        0.000,                         0.000,                           ,                       0.148,                            ,                        0.000,                        ,                    0.146,                                 ,                         36794.074,                                          ,                                           ,                             ,                         0.000
                 FSPNitrogen472,          2000-07-10,           2000-07-10,                                    431.180,                                     431.175,                            ,                       21.780,                            ,                       16.642,                       16.820,                        26.115,                           ,                       0.797,                       0.370,                        0.586,                        ,                    0.770,                                 ,                         35376.270,                                          ,                                           ,                      116.130,                       185.276
                 FSPNitrogen472,          2000-08-03,           2000-08-03,                                    650.480,                                     650.475,                            ,                       34.221,                            ,                       23.543,                      224.490,                       122.544,                           ,                       1.020,                       4.300,                        2.605,                        ,                    1.170,                                 ,                         34182.419,                                          ,                                           ,                     1396.600,                       743.669
                 FSPNitrogen472,          2000-09-04,           2000-09-04,                                    909.680,                                     909.675,                            ,                       33.327,                            ,                       34.233,                      470.090,                       346.805,                           ,                       1.239,                       8.460,                        6.732,                        ,                    1.100,                                 ,                         32997.600,                                          ,                                           ,                     2647.380,                      1926.697
                 FSPNitrogen472,          2000-10-16,           2000-10-16,                                   1344.380,                                    1344.375,                            ,                        6.801,                            ,                       55.778,                      537.970,                       610.779,                           ,                       1.738,                      11.140,                       10.804,                        ,                    0.195,                                 ,                         28672.739,                                     yield,                                      yield,                     2995.370,                      3393.216
                FUE_NINitrogen0,          2004-11-09,           2004-11-09,                                   1377.520,                                    1377.522,                            ,                        0.000,                            ,                       15.300,                      381.070,                       383.344,                           ,                       0.094,                       4.570,                        2.643,                        ,                    0.000,                                 ,                             0.000,                                     yield,                                      yield,                     2562.210,                      2555.628
              FUE_NINitrogen253,          2004-11-09,           2004-11-09,                                   1377.520,                                    1377.522,                            ,                        0.000,                            ,                       54.322,                      780.020,                       865.039,                           ,                       1.945,                      13.940,                       14.395,                        ,                    0.000,                                 ,                             0.000,                                     yield,                                      yield,                     6140.700,                      5766.930
              FUE_NINitrogen368,          2004-11-09,           2004-11-09,                                   1377.520,                                    1377.522,                            ,                        0.000,                            ,                       54.322,                      839.050,                       865.039,                           ,                       1.945,                      15.770,                       14.395,                        ,                    0.000,                                 ,                             0.000,                                     yield,                                      yield,                     6631.980,                      5766.930
          FUEFertiliser150early,          1999-12-15,           1999-12-15,                                    344.720,                                     344.716,                     116.940,                      114.524,                      59.540,                       71.446,                       67.830,                        87.788,                      2.680,                       2.480,                       1.310,                        1.521,                   2.870,                    3.338,                        22594.551,                         29147.383,                                          ,                                           ,                             ,                       633.168
          FUEFertiliser150early,          1999-12-28,           1999-12-28,                                    488.090,                                     488.086,                     183.730,                      157.914,                      99.820,                       99.373,                      300.130,                       343.493,                      3.080,                       3.134,                       4.700,                        5.553,                   4.570,                    4.986,                        24764.600,                         31574.953,                                          ,                                           ,                             ,                      2190.817
          FUEFertiliser150early,          2000-01-11,           2000-01-11,                                    652.680,                                     652.678,                     158.810,                      151.945,                     162.500,                      112.274,                      688.400,                       642.253,                      3.460,                       3.897,                      10.450,                       12.006,                   4.490,                    4.827,                        28163.510,                         31770.897,                                          ,                                           ,                             ,                      3423.523
          FUEFertiliser150early,          2000-01-24,           2000-01-24,                                    821.990,                                     821.988,                     142.760,                      127.445,                     152.360,                      119.753,                     1050.480,                       953.590,                      2.300,                       3.097,                      14.020,                       16.036,                   5.050,                    4.040,                        35153.621,                         31701.947,                                          ,                                           ,                             ,                      4334.498
          FUEFertiliser150early,          2000-02-07,           2000-02-07,                                    983.990,                                     983.990,                     107.530,                      105.471,                     173.200,                      129.480,                     1603.020,                      1266.876,                      1.640,                       2.337,                      20.230,                       19.217,                   3.690,                    3.341,                        34331.590,                         31673.991,                                          ,                                           ,                             ,                      5758.527
          FUEFertiliser150early,          2000-02-21,           2000-02-21,                                   1167.450,                                    1167.446,                      50.180,                       60.351,                     179.630,                      138.998,                     1720.690,                      1481.266,                      1.660,                       2.218,                      21.200,                       22.413,                   1.580,                    1.887,                        30429.551,                         31267.761,                                          ,                                           ,                             ,                      6733.026
          FUEFertiliser150early,          2000-03-06,           2000-03-06,                                   1344.950,                                    1344.947,                       5.570,                       15.982,                     124.610,                      151.688,                     1736.910,                      1668.693,                      0.860,                       2.124,                      20.820,                       25.105,                   0.140,                    0.472,                        25638.939,                         29544.293,                                          ,                                           ,                             ,                      7584.966
          FUEFertiliser150early,          2000-03-20,           2000-03-20,                                   1501.650,                                    1501.652,                            ,                        1.319,                      86.290,                      151.968,                     1553.130,                      1712.164,                      0.520,                       1.533,                      21.110,                       27.164,                        ,                    0.038,                                 ,                         29095.519,                                          ,                                           ,                             ,                      7782.562
          FUEFertiliser150early,          2000-04-03,           2000-04-03,                                   1652.430,                                    1652.430,                            ,                        0.000,                     101.140,                      151.968,                     1626.780,                      1713.604,                           ,                       1.444,                      22.450,                       27.470,                        ,                    0.000,                                 ,                             0.000,                                     yield,                                      yield,                     7280.250,                      7789.111
          FUEFertiliser275split,          1999-12-15,           1999-12-15,                                    344.720,                                     344.716,                     126.270,                      114.524,                      61.830,                       71.446,                       58.040,                        87.788,                      2.730,                       2.480,                       1.110,                        1.521,                   3.690,                    3.338,                        29292.760,                         29147.383,                                          ,                                           ,                             ,                       633.168
          FUEFertiliser275split,          1999-12-28,           1999-12-28,                                    488.090,                                     488.086,                     169.430,                      157.914,                     101.440,                       99.373,                      313.410,                       343.493,                      3.000,                       3.134,                       4.880,                        5.553,                   4.380,                    4.986,                        25685.211,                         31574.953,                                          ,                                           ,                             ,                      2190.817
          FUEFertiliser275split,          2000-01-11,           2000-01-11,                                    652.680,                                     652.678,                     157.360,                      151.945,                     156.970,                      112.274,                      660.100,                       642.253,                      3.290,                       3.868,                       9.570,                       11.943,                   4.850,                    4.827,                        30304.061,                         31770.897,                                          ,                                           ,                             ,                      3423.523
          FUEFertiliser275split,          2000-01-24,           2000-01-24,                                    821.990,                                     821.988,                     155.540,                      127.445,                     198.870,                      119.753,                     1009.080,                       953.590,                      3.130,                       3.298,                      15.380,                       16.496,                   5.210,                    4.040,                        33437.629,                         31701.947,                                          ,                                           ,                             ,                      4334.498
          FUEFertiliser275split,          2000-02-07,           2000-02-07,                                    983.990,                                     983.990,                     116.360,                      105.471,                     182.830,                      129.480,                     1469.030,                      1266.876,                      2.610,                       3.041,                      21.140,                       21.424,                   4.320,                    3.341,                        36344.980,                         31673.991,                                          ,                                           ,                             ,                      5758.527
          FUEFertiliser275split,          2000-02-21,           2000-02-21,                                   1167.450,                                    1167.446,                      58.050,                       60.351,                     170.010,                      138.998,                     1615.810,                      1481.266,                      2.290,                       3.759,                      23.630,                       26.728,                   1.680,                    1.887,                        28753.199,                         31267.761,                                          ,                                           ,                             ,                      6733.026
          FUEFertiliser275split,          2000-03-06,           2000-03-06,                                   1344.950,                                    1344.947,                      12.230,                       15.982,                     137.490,                      151.688,                     1554.360,                      1668.693,                      1.790,                       4.771,                      24.400,                       30.276,                   0.240,                    0.472,                        19580.029,                         29544.293,                                          ,                                           ,                             ,                      7584.966
          FUEFertiliser275split,          2000-03-20,           2000-03-20,                                   1501.650,                                    1501.652,                            ,                        1.319,                     200.270,                      151.968,                     1693.380,                      1712.164,                      1.560,                       4.771,                      23.650,                       30.540,                        ,                    0.038,                                 ,                         29095.519,                                          ,                                           ,                             ,                      7782.562
          FUEFertiliser275split,          2000-04-03,           2000-04-03,                                   1652.430,                                    1652.430,                            ,                        0.000,                     104.710,                      151.968,                     1804.980,                      1713.604,                           ,                       4.771,                      25.970,                       30.540,                        ,                    0.000,                                 ,                             0.000,                                     yield,                                      yield,                     7896.650,                      7789.111
          FUEFertiliser300early,          1999-12-15,           1999-12-15,                                    344.720,                                     344.716,                     119.750,                      114.524,                      56.220,                       71.446,                       73.440,                        87.788,                      2.500,                       2.480,                       1.430,                        1.521,                   3.510,                    3.338,                        29237.340,                         29147.383,                                          ,                                           ,                             ,                       633.168
          FUEFertiliser300early,          1999-12-28,           1999-12-28,                                    488.090,                                     488.086,                     181.290,                      157.914,                     106.410,                       99.373,                      329.790,                       343.493,                      3.570,                       3.134,                       5.460,                        5.553,                   5.240,                    4.986,                        28521.990,                         31574.953,                                          ,                                           ,                             ,                      2190.817
          FUEFertiliser300early,          2000-01-11,           2000-01-11,                                    652.680,                                     652.678,                     174.500,                      151.945,                     201.590,                      112.274,                      656.110,                       642.253,                      5.790,                       4.162,                      10.730,                       12.555,                   5.770,                    4.827,                        32673.330,                         31770.897,                                          ,                                           ,                             ,                      3423.523
          FUEFertiliser300early,          2000-01-24,           2000-01-24,                                    821.990,                                     821.988,                     142.120,                      127.445,                     193.390,                      119.753,                     1037.810,                       953.590,                      4.920,                       4.778,                      17.970,                       19.356,                   4.880,                    4.040,                        34273.961,                         31701.947,                                          ,                                           ,                             ,                      4334.498
          FUEFertiliser300early,          2000-02-07,           2000-02-07,                                    983.990,                                     983.990,                      93.530,                      105.471,                     201.430,                      129.480,                     1310.100,                      1266.876,                      4.080,                       4.778,                      20.170,                       24.442,                   3.600,                    3.341,                        38967.641,                         31673.991,                                          ,                                           ,                             ,                      5758.527
          FUEFertiliser300early,          2000-02-21,           2000-02-21,                                   1167.450,                                    1167.446,                      71.720,                       60.351,                     208.310,                      138.998,                     1852.520,                      1481.266,                      3.440,                       4.778,                      28.660,                       27.708,                   2.130,                    1.887,                        29881.561,                         31267.761,                                          ,                                           ,                             ,                      6733.026
          FUEFertiliser300early,          2000-03-06,           2000-03-06,                                   1344.950,                                    1344.947,                      20.960,                       15.982,                     203.920,                      151.688,                     1772.470,                      1668.693,                      2.500,                       4.778,                      26.340,                       30.276,                   0.630,                    0.472,                        29928.850,                         29544.293,                                          ,                                           ,                             ,                      7584.966
          FUEFertiliser300early,          2000-03-20,           2000-03-20,                                   1501.650,                                    1501.652,                            ,                        1.319,                     137.670,                      151.968,                     1917.180,                      1712.164,                      1.630,                       4.778,                      29.480,                       30.540,                        ,                    0.038,                                 ,                         29095.519,                                          ,                                           ,                             ,                      7782.562
          FUEFertiliser300early,          2000-04-03,           2000-04-03,                                   1652.430,                                    1652.430,                            ,                        0.000,                     133.880,                      151.968,                     1956.170,                      1713.604,                           ,                       4.778,                      31.760,                       30.540,                        ,                    0.000,                                 ,                             0.000,                                     yield,                                      yield,                     8727.730,                      7789.111
               FUEFertiliserNil,          1999-12-15,           1999-12-15,                                    344.720,                                     344.716,                      91.910,                      106.711,                      49.150,                       63.425,                       75.450,                        87.782,                      1.510,                       1.931,                       1.150,                        1.437,                   2.880,                    3.203,                        31164.090,                         30017.008,                                          ,                                           ,                             ,                       633.128
               FUEFertiliserNil,          1999-12-28,           1999-12-28,                                    488.090,                                     488.086,                     133.760,                      122.043,                      77.750,                       66.450,                      338.510,                       337.671,                      1.140,                       1.254,                       3.750,                        3.406,                   3.510,                    3.963,                        26215.330,                         32471.169,                                          ,                                           ,                             ,                      2153.684
               FUEFertiliserNil,          2000-01-11,           2000-01-11,                                    652.680,                                     652.678,                     112.980,                      119.144,                     102.040,                       69.029,                      743.210,                       625.493,                      0.710,                       0.905,                       7.000,                        5.439,                   3.170,                    3.882,                        27987.949,                         32579.060,                                          ,                                           ,                             ,                      3334.187
               FUEFertiliserNil,          2000-01-24,           2000-01-24,                                    821.990,                                     821.988,                     110.120,                      104.314,                      86.810,                       70.764,                     1017.840,                       890.789,                      0.570,                       0.727,                       8.550,                        7.321,                   3.430,                    3.399,                        31018.770,                         32585.426,                                          ,                                           ,                             ,                      4049.043
               FUEFertiliserNil,          2000-02-07,           2000-02-07,                                    983.990,                                     983.990,                      90.410,                       77.957,                      89.050,                       74.641,                     1451.560,                      1176.512,                      0.570,                       0.638,                      10.980,                        9.384,                   2.530,                    2.542,                        28100.211,                         32606.422,                                          ,                                           ,                             ,                      5347.783
               FUEFertiliserNil,          2000-02-21,           2000-02-21,                                   1167.450,                                    1167.446,                      31.440,                       34.501,                     106.560,                       81.977,                     1601.220,                      1363.901,                      0.650,                       0.715,                      13.450,                       11.689,                   0.800,                    1.107,                        25809.160,                         32084.963,                                          ,                                           ,                             ,                      6199.552
               FUEFertiliserNil,          2000-03-06,           2000-03-06,                                   1344.950,                                    1344.947,                            ,                        7.897,                      70.760,                       90.228,                     1432.960,                      1487.492,                      0.380,                       0.746,                      11.810,                       13.273,                        ,                    0.231,                                 ,                         29201.598,                                          ,                                           ,                             ,                      6761.329
               FUEFertiliserNil,          2000-03-20,           2000-03-20,                                   1501.650,                                    1501.652,                            ,                        0.470,                      86.490,                       90.379,                     1393.580,                      1509.301,                           ,                       0.648,                      11.490,                       14.581,                        ,                    0.014,                                 ,                         28844.580,                                          ,                                           ,                             ,                      6860.457
               FUEFertiliserNil,          2000-04-03,           2000-04-03,                                   1652.430,                                    1652.430,                            ,                        0.000,                      68.960,                       90.379,                     1502.680,                      1509.765,                           ,                       0.648,                      12.580,                       14.581,                        ,                    0.000,                                 ,                             0.000,                                     yield,                                      yield,                     5944.850,                      6862.568
ParillaSowing17DecNitrogenhighN,          2008-01-29,           2008-01-29,                                    167.570,                                     167.570,                      57.150,                       10.537,                      15.150,                        8.326,                       31.880,                         0.000,                      0.610,                       0.453,                       0.830,                        0.000,                        ,                    0.352,                                 ,                         33380.042,                                          ,                                           ,                      325.300,                         0.000
ParillaSowing17DecNitrogenhighN,          2008-02-13,           2008-02-13,                                    344.580,                                     344.584,                     131.470,                       52.981,                      44.810,                       44.546,                       70.770,                        45.726,                      1.550,                       1.523,                       1.440,                        0.858,                        ,                    1.452,                                 ,                         27407.159,                                          ,                                           ,                      517.370,                       430.805
ParillaSowing17DecNitrogenhighN,          2008-02-28,           2008-02-28,                                    523.410,                                     523.411,                     163.930,                       76.551,                      81.960,                       71.883,                      250.640,                       205.399,                      1.790,                       2.921,                       3.610,                        4.129,                        ,                    2.413,                                 ,                         31518.807,                                          ,                                           ,                     1446.570,                      1554.253
ParillaSowing17DecNitrogenhighN,          2008-04-14,           2008-04-14,                                   1012.760,                                    1012.762,                            ,                       54.252,                            ,                       94.750,                      767.880,                       670.905,                           ,                       3.499,                      10.000,                       12.881,                        ,                    1.668,                                 ,                         30738.522,                                     yield,                                      yield,                     3918.820,                      3531.081
ParillaSowing17DecNitrogenhighN,          2007-12-17,           2007-12-17,                                      0.000,                                       0.000,                            ,                        0.000,                            ,                        0.000,                             ,                         0.000,                           ,                       0.000,                            ,                        0.000,                        ,                    0.000,                                 ,                             0.000,                                          ,                                           ,                             ,                         0.000
ParillaSowing17DecNitrogenhighN,          2008-03-27,           2008-03-27,                                    793.110,                                     793.105,                     135.360,                       75.887,                      89.150,                       83.452,                      646.360,                       443.892,                      0.880,                       3.499,                       9.120,                        9.068,                        ,                    2.366,                                 ,                         31175.142,                                          ,                                           ,                     3349.940,                      2336.273
 ParillaSowing17DecNitrogenlowN,          2008-01-29,           2008-01-29,                                    167.570,                                     167.570,                      38.860,                        9.151,                       8.200,                        5.296,                       26.250,                         0.000,                      0.350,                       0.188,                       0.710,                        0.000,                        ,                    0.322,                                 ,                         35240.517,                                          ,                                           ,                      273.390,                         0.000
 ParillaSowing17DecNitrogenlowN,          2008-02-13,           2008-02-13,                                    344.580,                                     344.584,                     124.540,                       49.779,                      43.590,                       40.318,                       98.310,                        45.726,                      0.920,                       1.109,                       1.600,                        0.802,                        ,                    1.421,                                 ,                         28537.152,                                          ,                                           ,                      667.910,                       430.805
 ParillaSowing17DecNitrogenlowN,          2008-02-28,           2008-02-28,                                    523.410,                                     523.411,                     145.740,                       75.948,                      75.670,                       67.544,                      305.510,                       201.962,                      0.880,                       1.897,                       3.590,                        2.895,                        ,                    2.399,                                 ,                         31587.500,                                          ,                                           ,                     1801.290,                      1528.247
 ParillaSowing17DecNitrogenlowN,          2008-04-14,           2008-04-14,                                   1012.760,                                    1012.762,                            ,                       55.138,                            ,                       90.928,                      922.990,                       667.683,                           ,                       3.217,                       9.340,                       12.820,                        ,                    1.698,                                 ,                         30796.851,                                     yield,                                      yield,                     4489.430,                      3514.121
 ParillaSowing17DecNitrogenlowN,          2007-12-17,           2007-12-17,                                      0.000,                                       0.000,                            ,                        0.000,                            ,                        0.000,                             ,                         0.000,                           ,                       0.000,                            ,                        0.000,                        ,                    0.000,                                 ,                             0.000,                                          ,                                           ,                             ,                         0.000
 ParillaSowing17DecNitrogenlowN,          2008-03-27,           2008-03-27,                                    793.110,                                     793.105,                     112.880,                       76.023,                      68.020,                       79.342,                      645.050,                       440.034,                      0.510,                       3.208,                       6.360,                        8.989,                        ,                    2.376,                                 ,                         31249.603,                                          ,                                           ,                     3256.510,                      2315.970
 ParillaSowing17DecNitrogenmedN,          2008-01-29,           2008-01-29,                                    167.570,                                     167.570,                      38.500,                       10.537,                       8.460,                        8.326,                       27.110,                         0.000,                      0.340,                       0.453,                       0.700,                        0.000,                        ,                    0.352,                                 ,                         33380.042,                                          ,                                           ,                      299.350,                         0.000
 ParillaSowing17DecNitrogenmedN,          2008-02-13,           2008-02-13,                                    344.580,                                     344.584,                     122.770,                       52.981,                      42.920,                       44.546,                       81.080,                        45.726,                      1.290,                       1.523,                       1.420,                        0.858,                        ,                    1.452,                                 ,                         27407.159,                                          ,                                           ,                      551.980,                       430.805
 ParillaSowing17DecNitrogenmedN,          2008-02-28,           2008-02-28,                                    523.410,                                     523.411,                     137.510,                       76.551,                      60.190,                       71.883,                      249.970,                       205.399,                      0.830,                       2.871,                       3.410,                        4.061,                        ,                    2.413,                                 ,                         31518.807,                                          ,                                           ,                     1465.600,                      1554.253
 ParillaSowing17DecNitrogenmedN,          2008-04-14,           2008-04-14,                                   1012.760,                                    1012.762,                            ,                       54.252,                            ,                       94.750,                      827.570,                       670.905,                           ,                       3.499,                      10.120,                       12.881,                        ,                    1.668,                                 ,                         30738.522,                                     yield,                                      yield,                     4073.220,                      3531.081
 ParillaSowing17DecNitrogenmedN,          2007-12-17,           2007-12-17,                                      0.000,                                       0.000,                            ,                        0.000,                            ,                        0.000,                             ,                         0.000,                           ,                       0.000,                            ,                        0.000,                        ,                    0.000,                                 ,                             0.000,                                          ,                                           ,                             ,                         0.000
 ParillaSowing17DecNitrogenmedN,          2008-03-27,           2008-03-27,                                    793.110,                                     793.105,                     121.780,                       75.887,                      59.570,                       83.452,                      613.230,                       443.892,                      0.470,                       3.499,                       7.250,                        9.068,                        ,                    2.366,                                 ,                         31175.142,                                          ,                                           ,                     3093.850,                      2336.273
